Gene name	Synonym	Accession number	Functional category	Description
fgd1	<I>fgd</I>, <I>Rv0407</I>	Rv0407	7	PROBABLE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD1
fgd2	<I>Rv0132c</I>	Rv0132c	7	PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2
fixA	<I>etfB</I>, <I>Rv3029c</I>	Rv3029c	7	PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (BETA-SUBUNIT) FIXA (BETA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN SMALL SUBUNIT) (ETFSS)
fixB	<I>etfA</I>, <I>Rv3028c</I>	Rv3028c	7	PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (ALPHA-SUBUNIT) FIXB (ALPHA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN LARGE SUBUNIT) (ETFLS)
folB	<I>folX</I>, <I>Rv3607c</I>	Rv3607c	7	PROBABLE DIHYDRONEOPTERIN ALDOLASE FOLB (DHNA)
folC	<I>Rv2447c</I>	Rv2447c	7	PROBABLE FOLYLPOLYGLUTAMATE SYNTHASE PROTEIN FOLC (FOLYLPOLY-GAMMA-GLUTAMATE SYNTHETASE) (FPGS)
folD	<I>Rv3356c</I>	Rv3356c	7	PROBABLE BIFUNCTIONAL PROTEIN FOLD: METHYLENETETRAHYDROFOLATE DEHYDROGENASE + METHENYLTETRAHYDROFOLATE CYCLOHYDROLASE
folE	<I>gchA</I>, <I>Rv3609c</I>	Rv3609c	7	GTP CYCLOHYDROLASE I FOLE (GTP-CH-I)
folK	<I>Rv3606c</I>	Rv3606c	7	2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDINE PYROPHOSPHOKINASE FOLK (7,8-DIHYDRO-6-HYDROXYMETHYLPTERIN-PYROPHOSPHOKINASE) (HPPK) (6-HYDROXYMETHYL-7,8-DIHYDROPTERIN PYROPHOSPHOKINASE) (PPPK) (2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDINE DIPHOSPHOKINASE) (7,8-DIHYDRO-6-HYDROXYMETHYLPTERIN-DIPHOSPHOKINASE) (6-HYDROXYMETHYL-7,8-DIHYDROPTERIN DIPHOSPHOKINASE)
folP1	<I>Rv3608c</I>	Rv3608c	7	DIHYDROPTEROATE SYNTHASE 1 FOLP (DHPS 1) (DIHYDROPTEROATE PYROPHOSPHORYLASE 1) (DIHYDROPTEROATE DIPHOSPHORYLASE 1)
folP2	<I>Rv1207</I>	Rv1207	7	PROBABLE DIHYDROPTEROATE SYNTHASE 2 FOLP2 (DHPS 2) (Dihydropteroate pyrophosphorylase 2)
fprA	<I>Rv3106</I>	Rv3106	7	NADPH:ADRENODOXIN OXIDOREDUCTASE FPRA (NADPH-FERREDOXIN REDUCTASE)
fprB	<I>Rv0886</I>	Rv0886	7	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE)
frdA	<I>Rv1552</I>	Rv1552	7	PROBABLE FUMARATE REDUCTASE [FLAVOPROTEIN SUBUNIT] FRDA (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
frdB	<I>Rv1553</I>	Rv1553	7	PROBABLE FUMARATE REDUCTASE [IRON-SULFUR SUBUNIT] FRDB (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
frdC	<I>Rv1554</I>	Rv1554	7	PROBABLE FUMARATE REDUCTASE [MEMBRANE ANCHOR SUBUNIT] FRDC (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
frdD	<I>Rv1555</I>	Rv1555	7	PROBABLE FUMARATE REDUCTASE [MEMBRANE ANCHOR SUBUNIT] FRDD (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
fucA	<I>Rv0727c</I>	Rv0727c	7	POSSIBLE L-FUCULOSE PHOSPHATE ALDOLASE FUCA (L-FUCULOSE-1-PHOSPHATE ALDOLASE)
fum	<I>Rv1098c</I>	Rv1098c	7	PROBABLE FUMARASE FUM (Fumarate hydratase)
gabD1	<I>gabD2</I>, <I>Rv0234c</I>	Rv0234c	7	PROBABLE SUCCINATE-SEMIALDEHYDE DEHYDROGENASE [NADP+] DEPENDENT (SSDH) GABD1
gabD2	<I>gabD1</I>, <I>Rv1731</I>	Rv1731	7	POSSIBLE SUCCINATE-SEMIALDEHYDE DEHYDROGENASE [NADP+] DEPENDENT (SSDH) GABD2
gabT	<I>Rv2589</I>	Rv2589	7	4-AMINOBUTYRATE AMINOTRANSFERASE GABT (GAMMA-AMINO-N-BUTYRATE TRANSAMINASE) (GABA TRANSAMINASE) (GLUTAMATE:SUCCINIC SEMIALDEHYDE TRANSAMINASE) (GABA AMINOTRANSFERASE) (GABA-AT)
gadB	<I>Rv3432c</I>	Rv3432c	7	PROBABLE GLUTAMATE DECARBOXYLASE GADB
galE1	<I>rmlB2</I>, <I>Rv3634c</I>	Rv3634c	7	UDP-GLUCOSE 4-EPIMERASE GALE1 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE)
galE2	<I>galE1</I>, <I>Rv0501</I>	Rv0501	7	POSSIBLE UDP-GLUCOSE 4-EPIMERASE GALE2 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE)
galE3	<I>galE2</I>, <I>Rv0536</I>	Rv0536	7	PROBABLE UDP-GLUCOSE 4-EPIMERASE GALE3 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE)
galK	<I>Rv0620</I>	Rv0620	7	PROBABLE GALACTOKINASE GALK (GALACTOSE KINASE)
galTa	<I>galT'</I>, <I>Rv0618</I>	Rv0618	7	PROBABLE GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALTA [FIRST PART]
galTb	<I>'galT</I>, <I>Rv0619</I>	Rv0619	7	PROBABLE GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALTB [SECOND PART]
galU	<I>Rv0993</I>	Rv0993	7	PROBABLE UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALU (UDP-GLUCOSE PYROPHOSPHORYLASE) (UDPGP) (ALPHA-D-GLUCOSYL-1-PHOSPHATE URIDYLYLTRANSFERASE) (URIDINE DIPHOSPHOGLUCOSE PYROPHOSPHORYLASE)
gap	<I>Rv1436</I>	Rv1436	7	PROBABLE GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE GAP (GAPDH)
gcp	<I>Rv3419c</I>	Rv3419c	7	PROBABLE O-SIALOGLYCOPROTEIN ENDOPEPTIDASE GCP (GLYCOPROTEASE)
gcvB	<I>Rv1832</I>	Rv1832	7	Probable glycine dehydrogenase gcvB (Glycine decarboxylase) (Glycine cleavage system P-protein)
gcvH	<I>Rv1826</I>	Rv1826	7	PROBABLE GLYCINE CLEAVAGE SYSTEM H PROTEIN GCVH
gcvT	<I>Rv2211c</I>	Rv2211c	7	Probable aminomethyltransferase GcvT (Glycine cleavage system T protein)
gdh	<I>Rv2476c</I>	Rv2476c	7	PROBABLE NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH (NAD-GDH) (NAD-DEPENDENT GLUTAMIC DEHYDROGENASE)
ggtA	<I>Rv0773c</I>	Rv0773c	7	PROBABLE BIFUNCTIONAL ACYLASE GGTA: CEPHALOSPORIN ACYLASE (GL-7ACA ACYLASE) + GAMMA-GLUTAMYLTRANSPEPTIDASE (GGT)
ggtB	<I>Rv2394</I>	Rv2394	7	PROBABLE GAMMA-GLUTAMYLTRANSPEPTIDASE PRECURSOR GGTB (GAMMA-GLUTAMYLTRANSFERASE) (GLUTAMYL TRANSPEPTIDASE)
glbN	<I>Rv1542c</I>	Rv1542c	7	Probable hemoglobin glbN
glbO	<I>Rv2470</I>	Rv2470	7	POSSIBLE GLOBIN (OXYGEN-BINDING PROTEIN) GLBO
glcB	<I>Rv1837c</I>	Rv1837c	7	PROBABLE MALATE SYNTHASE G GLCB
glgB	<I>Rv1326c</I>	Rv1326c	7	PROBABLE 1,4-ALPHA-GLUCAN BRANCHING ENZYME GLGB (GLYCOGEN BRANCHING ENZYME)
glgC	<I>Rv1213</I>	Rv1213	7	PROBABLE GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE GLGC (ADP-glucose synthase) (ADP-glucose pyrophosphorylase)
glgE	<I>Rv1327c</I>	Rv1327c	7	PROBABLE GLUCANASE GLGE
glgP	<I>Rv1328</I>	Rv1328	7	PROBABLE GLYCOGEN PHOSPHORYLASE GLGP
glmS	<I>Rv3436c</I>	Rv3436c	7	PROBABLE GLUCOSAMINE--FRUCTOSE-6-PHOSPHATE AMINOTRANSFERASE [ISOMERIZING] GLMS (HEXOSEPHOSPHATE AMINOTRANSFERASE) (D-FRUCTOSE-6-PHOSPHATE AMIDOTRANSFERASE) (GFAT) (L-GLUTAMINE-D-FRUCTOSE-6-PHOSPHATE AMIDOTRANSFERASE) (GLUCOSAMINE-6-PHOSPHATE SYNTHASE)
glnA1	<I>glnA</I>, <I>Rv2220</I>	Rv2220	7	GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I)
glnA2	<I>Rv2222c</I>	Rv2222c	7	PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II)
glnA3	<I>Rv1878</I>	Rv1878	7	PROBABLE GLUTAMINE SYNTHETASE GLNA3 (GLUTAMINE SYNTHASE) (GS-I)
glnA4	<I>Rv2860c</I>	Rv2860c	7	PROBABLE GLUTAMINE SYNTHETASE GLNA4 (GLUTAMINE SYNTHASE) (GS-II)
glnD	<I>Rv2918c</I>	Rv2918c	7	PROBABLE [PROTEIN-PII] URIDYLYLTRANSFERASE GLND (PII URIDYLYL- TRANSFERASE) (URIDYLYL REMOVING ENZYME) (UTASE)
glnE	<I>Rv2221c</I>	Rv2221c	7	GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase)
glpD1	<I>Rv2249c</I>	Rv2249c	7	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1
glpD2	<I>Rv3302c</I>	Rv3302c	7	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2
glpK	<I>Rv3696c</I>	Rv3696c	7	PROBABLE GLYCEROL KINASE GLPK (ATP:GLYCEROL 3-PHOSPHOTRANSFERASE)(GLYCEROKINASE) (GK)
glpQ1	<I>Rv3842c</I>	Rv3842c	7	PROBABLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ1 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE)
glpQ2	<I>Rv0317c</I>	Rv0317c	7	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE)
gltA1	<I>Rv1131</I>	Rv1131	7	PROBABLE CITRATE SYNTHASE I GLTA1
gltA2	<I>Rv0896</I>	Rv0896	7	PROBABLE CITRATE SYNTHASE I GLTA2
gltB	<I>Rv3859c</I>	Rv3859c	7	PROBABLE FERREDOXIN-DEPENDENT GLUTAMATE SYNTHASE [NADPH] (LARGE SUBUNIT) GLTB (L-GLUTAMATE SYNTHASE) (L-GLUTAMATE SYNTHETASE) (NADH-GLUTAMATE SYNTHASE) (GLUTAMATE SYNTHASE (NADH))(NADPH-GOGAT)
gltD	<I>Rv3858c</I>	Rv3858c	7	PROBABLE NADH-DEPENDENT GLUTAMATE SYNTHASE (SMALL SUBUNIT) GLTD (L-GLUTAMATE SYNTHASE) (L-GLUTAMATE SYNTHETASE) (NADH-GLUTAMATE SYNTHASE) (GLUTAMATE SYNTHASE (NADH)) (GLTS BETA CHAIN) (NADPH-GOGAT)
glyA1	<I>glyA</I>, <I>Rv1093</I>	Rv1093	7	Probable Serine hydroxymethyltransferase 1 glyA1
glyA2	<I>Rv0070c</I>	Rv0070c	7	PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2)
gmdA	<I>Rv1511</I>	Rv1511	7	GDP-D-mannose dehydratase gmdA (GDP-mannose 4,6 dehydratase) (GMD)
gmk	<I>Rv1389</I>	Rv1389	7	PROBABLE GUANYLATE KINASE GMK
gnd1	<I>Rv1844c</I>	Rv1844c	7	PROBABLE 6-PHOSPHOGLUCONATE DEHYDROGENASE GND1
gnd2	<I>Rv1122</I>	Rv1122	7	PROBABLE 6-PHOSPHOGLUCONATE DEHYDROGENASE, DECARBOXYLATING GND2
gpm1	<I>gpm</I>, <I>Rv0489</I>	Rv0489	7	PROBABLE PHOSPHOGLYCERATE MUTASE 1 GPM1 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM)
gpm2	<I>entD</I>, <I>Rv3214</I>	Rv3214	7	POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM)
grcC1	<I>Rv0562</I>	Rv0562	7	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC1 (POLYPRENYL PYROPHOSPHATE SYNTHETASE)
grcC2	<I>Rv0989c</I>	Rv0989c	7	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 (POLYPRENYL PYROPHOSPHATE SYNTHETASE)
gshA	<I>Rv3704c</I>	Rv3704c	7	GLUTAMATE--CYSTEINE LIGASE GSHA (GAMMA-GLUTAMYLCYSTEINE SYNTHETASE) (GAMMA-ECS) (GCS) (GAMMA-GLUTAMYL-L-CYSTEINE SYNTHETASE)
guaA	<I>Rv3396c</I>	Rv3396c	7	PROBABLE GMP SYNTHASE [GLUTAMINE-HYDROLYZING] GUAA (GLUTAMINE AMIDOTRANSFERASE) (GMP SYNTHETASE)
guaB1	<I>Rv1843c</I>	Rv1843c	7	PROBABLE INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE GUAB1(IMP DEHYDROGENASE) (IMPDH) (IMPD)
guaB2	<I>Rv3411c</I>	Rv3411c	7	PROBABLE INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE GUAB2 (IMP DEHYDROGENASE) (INOSINIC ACID DEHYDROGENASE) (INOSINATE DEHYDROGENASE) (IMP OXIDOREDUCTASE) (INOSINE-5'-MONOPHOSPHATE OXIDOREDUCTASE) (IMPDH) (IMPD)
guaB3	<I>Rv3410c</I>	Rv3410c	7	PROBABLE INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE GUAB3 (IMP DEHYDROGENASE) (INOSINIC ACID DEHYDROGENASE) (INOSINATE DEHYDROGENASE) (IMP OXIDOREDUCTASE) (INOSINE-5'-MONOPHOSPHATE OXIDOREDUCTASE) (IMPDH) (IMPD)
hab	<I>Rv3078</I>	Rv3078	7	PROBABLE HYDROXYLAMINOBENZENE MUTASE HAB
hemA	<I>Rv0509</I>	Rv0509	7	PROBABLE GLUTAMYL-TRNA REDUCTASE HEMA (GLUTR)
hemB	<I>Rv0512</I>	Rv0512	7	PROBABLE DELTA-AMINOLEVULINIC ACID DEHYDRATASE HEMB (PORPHOBILINOGEN SYNTHASE) (ALAD) (ALADH)
hemC	<I>Rv0510</I>	Rv0510	7	PROBABLE PORPHOBILINOGEN DEAMINASE HEMC (PBG) (HYDROXYMETHYLBILANE SYNTHASE) (HMBS) (PRE-UROPORPHYRINOGEN SYNTHASE)
hemD	<I>cysG</I>, <I>Rv0511</I>	Rv0511	7	PROBABLE UROPORPHYRIN-III C-METHYLTRANSFERASE HEMD (UROPORPHYRINOGEN III METHYLASE) (UROGEN III METHYLASE) (SUMT) (UROGEN III METHYLASE) (UROM)
hemE	<I>Rv2678c</I>	Rv2678c	7	PROBABLE UROPORPHYRINOGEN DECARBOXYLASE HEME (UROPORPHYRINOGEN III DECARBOXYLASE) (URO-D) (UPD)
hemK	<I>Rv1300</I>	Rv1300	7	PROBABLE HEMK PROTEIN HOMOLOG HEMK
hemL	<I>Rv0524</I>	Rv0524	7	PROBABLE GLUTAMATE-1-SEMIALDEHYDE 2,1-AMINOMUTASE HEML (GSA) (GLUTAMATE-1-SEMIALDEHYDE AMINOTRANSFERASE) (GSA-AT)
hemN	<I>Rv2388c</I>	Rv2388c	7	PROBABLE OXYGEN-INDEPENDENT COPROPORPHYRINOGEN III OXIDASE HEMN  (COPROPORPHYRINOGENASE) (COPROGEN OXIDASE)
hemY	<I>Rv2677c</I>	Rv2677c	7	PROBABLE PROTOPORPHYRINOGEN OXIDASE HEMY (PROTOPORPHYRINOGEN-IX OXIDASE) (PROTOPORPHYRINOGENASE) (PPO)
hemZ	<I>Rv1485</I>	Rv1485	7	FERROCHELATASE HEMZ (PROTOHEME FERRO-LYASE) (HEME SYNTHETASE)
hflX	<I>Rv2725c</I>	Rv2725c	7	PROBABLE GTP-BINDING PROTEIN HFLX
hisA	<I>Rv1603</I>	Rv1603	7	PROBABLE PHOSPHORIBOSYLFORMIMINO-5-AMINOIMIDAZOLE CARBOXAMIDE RIBOTIDE ISOMERASE HISA
hisB	<I>Rv1601</I>	Rv1601	7	Probable imidazole glycerol-phosphate dehydratase hisB
hisC1	<I>hisC</I>, <I>Rv1600</I>	Rv1600	7	Probable histidinol-phosphate aminotransferase hisC1
hisC2	<I>Rv3772</I>	Rv3772	7	 PROBABLE HISTIDINOL-PHOSPHATE AMINOTRANSFERASE HISC2 (IMIDAZOLE ACETOL-PHOSPHATE TRANSAMINASE) (IMIDAZOLYLACETOLPHOSPHATE AMINOTRANSFERASE)
hisD	<I>Rv1599</I>	Rv1599	7	Probable histidinol dehydrogenase HisD (HDH)
hisE	<I>irg1</I>, <I>Rv2122c</I>	Rv2122c	7	Probable phosphoribosyl-AMP pyrophosphatase HisE
hisF	<I>Rv1605</I>	Rv1605	7	Probable cyclase hisF
hisG	<I>Rv2121c</I>	Rv2121c	7	Probable ATP phosphoribosyltransferase HisG
hisH	<I>Rv1602</I>	Rv1602	7	Probable amidotransferase hisH
hisI	<I>Rv1606</I>	Rv1606	7	Probable phosphoribosyl-AMP 1,6 cyclohydrolase hisI
hmp	<I>kshB</I>, <I>Rv3571</I>	Rv3571	7	POSSIBLE HEMOGLOBINE-RELATED PROTEIN HMP. Possible ketosteroid-9-alpha-hydroxylase.
hpt	<I>hprT</I>, <I>Rv3624c</I>	Rv3624c	7	HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE HPT (HGPRT) (HGPRTase) (HYPOXANTHINE PHOSPHORIBOSYLTRANSFERASE) (IMP PYROPHOSPHORYLASE) (IMP DIPHOSPHORYLASE) (TRANSPHOSPHORIBOSYLTRANSFERASE) (GUANINE PHOSPHORIBOSYLTRANSFERASE)
hsaA	<I>Rv3570c</I>	Rv3570c	7	POSSIBLE OXIDOREDUCTASE. Possible 3-hydroxy-9,10-seconandrost-1,3,5(10)-triene-9,17-dione hydroxylase.
hsaB	<I>Rv3567c</I>	Rv3567c	7	POSSIBLE OXIDOREDUCTASE. Possible 3-hydroxy-9,10-seconandrost-1,3,5(10)-triene-9,17-dione hydroxylase.
hsaC	<I>bphC</I>, <I>Rv3568c</I>	Rv3568c	7	3,4-DHSA dioxygenase
hsaD	<I>bphD</I>, <I>Rv3569c</I>	Rv3569c	7	4,9-DHSA hydrolase
hsaE	<I>Rv3536c</I>	Rv3536c	7	PROBABLE HYDRATASE
hsaF	<I>Rv3534c</I>	Rv3534c	7	PROBABLE 4-HYDROXY-2-OXOVALERATE ALDOLASE (HOA)
hsaG	<I>Rv3535c</I>	Rv3535c	7	PROBABLE ACETALDEHYDE DEHYDROGENASE (ACETALDEHYDE DEHYDROGENASE [ACETYLATING])
htdZ	<I>Rv0130</I>	Rv0130	7	Probable 3-hydroxyl-thioester dehydratase
htrA	<I>degP</I>, <I>Rv1223</I>	Rv1223	7	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN)
hycD	<I>hevD</I>, <I>Rv0084</I>	Rv0084	7	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL)
hycE	<I>hevE</I>, <I>Rv0087</I>	Rv0087	7	POSSIBLE FORMATE HYDROGENASE HYCE (FHL)
hycP	<I>Rv0085</I>	Rv0085	7	POSSIBLE HYDROGENASE HYCP
hycQ	<I>Rv0086</I>	Rv0086	7	POSSIBLE HYDROGENASE HYCQ
icd1	<I>Rv3339c</I>	Rv3339c	7	PROBABLE ISOCITRATE DEHYDROGENASE [NADP] ICD1 (OXALOSUCCINATE DECARBOXYLASE) (IDH) (NADP+-SPECIFIC ICDH) (IDP)
icd2	<I>Rv0066c</I>	Rv0066c	7	PROBABLE ISOCITRATE DEHYDROGENASE [NADP] ICD2 (OXALOSUCCINATE DECARBOXYLASE) (IDH) (NADP+-SPECIFIC ICDH) (IDP)
icl	<I>aceA</I>, <I>Rv0467</I>	Rv0467	7	ISOCITRATE LYASE ICL (ISOCITRASE) (ISOCITRATASE)
idi	<I>Rv1745c</I>	Rv1745c	7	Probable isopentenyl-diphosphate delta-isomerase IDI (IPP isomerase) (Isopentenyl pyrophosphate isomerase)
ilvA	<I>Rv1559</I>	Rv1559	7	Probable threonine dehydratase ilvA
ilvB1	<I>ilvB</I>, <I>Rv3003c</I>	Rv3003c	7	PROBABLE ACETOLACTATE SYNTHASE (LARGE SUBUNIT) ILVB1 (ACETOHYDROXY-ACID SYNTHASE)
ilvB2	<I>Rv3470c</I>	Rv3470c	7	PROBABLE ACETOLACTATE SYNTHASE (LARGE SUBUNIT) ILVB2 (AHAS) (ACETOHYDROXY-ACID SYNTHASE LARGE SUBUNIT) (ALS)
ilvC	<I>Rv3001c</I>	Rv3001c	7	PROBABLE KETOL-ACID REDUCTOISOMERASE ILVC (Acetohydroxy-acid isomeroreductase) (Alpha-keto-beta-hydroxylacil reductoisomerase)
ilvD	<I>Rv0189c</I>	Rv0189c	7	PROBABLE DIHYDROXY-ACID DEHYDRATASE ILVD (DAD)
ilvE	<I>Rv2210c</I>	Rv2210c	7	PROBABLE BRANCHED-CHAIN AMINO ACID TRANSAMINASE ILVE
ilvG	<I>Rv1820</I>	Rv1820	7	Probable Acetolactate synthase ilvG (Acetohydroxy-acid synthase)(ALS)
ilvN	<I>ilvH</I>, <I>Rv3002c</I>	Rv3002c	7	PROBABLE ACETOLACTATE SYNTHASE (SMALL SUBUNIT) ILVN (ACETOHYDROXY-ACID SYNTHASE) (AHAS) (ALS)
ilvX	<I>Rv3509c</I>	Rv3509c	7	PROBABLE ACETOHYDROXYACID SYNTHASE ILVX (ACETOLACTATE SYNTHASE)
impA	<I>Rv1604</I>	Rv1604	7	PROBABLE INOSITOL-MONOPHOSPHATASE IMPA (IMP)
ino1	<I>tbINO</I>, <I>Rv0046c</I>	Rv0046c	7	MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase)
iscS	<I>nifS</I>, <I>Rv3025c</I>	Rv3025c	7	PROBABLE CYSTEINE DESULFURASE ISCS (NIFS PROTEIN HOMOLOG) (NITROGENASE METALLOCLUSTERS BIOSYNTHESIS PROTEIN NIFS)
ispD	<I>Rv3582c</I>	Rv3582c	7	4-DIPHOSPHOCYTIDYL-2C-METHYL-D-ERYTHRITOL SYNTHASE ISPD (MEP CYTIDYLYLTRANSFERASE) (MCT)
ispE	<I>Rv1011</I>	Rv1011	7	Probable 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase ISPE (CMK) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)
ispF	<I>Rv3581c</I>	Rv3581c	7	PROBABLE 2C-METHYL-D-ERYTHRITOL 2,4-CYCLODIPHOSPHATE SYNTHASE ISPF (MECPS)
iunH	<I>Rv3393</I>	Rv3393	7	PROBABLE NUCLEOSIDE HYDROLASE IUNH (PURINE NUCLEOSIDASE)
kgd	<I>Rv1248c</I>	Rv1248c	7	ALPHA-KETOGLUTARATE DECARBOXYLASE
kstD	<I>Rv3537</I>	Rv3537	7	PROBABLE DEHYDROGENASE
lat	<I>Rv3290c</I>	Rv3290c	7	PROBABLE L-LYSINE-EPSILON AMINOTRANSFERASE LAT (L-LYSINE AMINOTRANSFERASE) (LYSINE 6-AMINOTRANSFERASE)
lepA	<I>Rv2404c</I>	Rv2404c	7	PROBABLE GTP-BINDING PROTEIN LEPA (GTP-BINDING ELONGATION FACTOR)
leuA	<I>Rv3710</I>	Rv3710	7	2-ISOPROPYLMALATE SYNTHASE LEUA (ALPHA-ISOPROPYLMALATE SYNTHASE) (ALPHA-IPM SYNTHETASE)
leuB	<I>Rv2995c</I>	Rv2995c	7	PROBABLE 3-ISOPROPYLMALATE DEHYDROGENASE LEUB (BETA-IPM DEHYDROGENASE) (IMDH) (3-IPM-DH)
leuC	<I>Rv2988c</I>	Rv2988c	7	PROBABLE 3-ISOPROPYLMALATE DEHYDRATASE (LARGE SUBUNIT) LEUC (ISOPROPYLMALATE ISOMERASE) (ALPHA-IPM ISOMERASE) (IPMI)
leuD	<I>Rv2987c</I>	Rv2987c	7	PROBABLE 3-ISOPROPYLMALATE DEHYDRATASE (SMALL SUBUNIT) LEUD (ISOPROPYLMALATE ISOMERASE) (ALPHA-IPM ISOMERASE) (IPMI)
lipA	<I>Rv2218</I>	Rv2218	7	Probable lipoate biosynthesis protein A LipA
lipB	<I>Rv2217</I>	Rv2217	7	Probable lipoate biosynthesis protein B LipB
lipC	<I>Rv0220</I>	Rv0220	7	PROBABLE ESTERASE LIPC
lipD	<I>Rv1923</I>	Rv1923	7	PROBABLE LIPASE LIPD
lipE	<I>Rv3775</I>	Rv3775	7	PROBABLE LIPASE LIPE
lipF	<I>Rv3487c</I>	Rv3487c	7	PROBABLE ESTERASE/LIPASE LIPF
lipG	<I>Rv0646c</I>	Rv0646c	7	PROBABLE LIPASE/ESTERASE LIPG
lipH	<I>Rv1399c</I>	Rv1399c	7	PROBABLE LIPASE LIPH
lipI	<I>Rv1400c</I>	Rv1400c	7	PROBABLE LIPASE LIPH
lipJ	<I>Rv1900c</I>	Rv1900c	7	PROBABLE LIGNIN PEROXIDASE LIPJ
lipL	<I>Rv1497</I>	Rv1497	7	PROBABLE ESTERASE LIPL
lipM	<I>Rv2284</I>	Rv2284	7	Probable esterase LipM
lipN	<I>Rv2970c</I>	Rv2970c	7	PROBABLE LIPASE/ESTERASE LIPN
lipO	<I>Rv1426c</I>	Rv1426c	7	PROBABLE ESTERASE LIPO
lipP	<I>Rv2463</I>	Rv2463	7	PROBABLE ESTERASE/LIPASE LIPP
lipQ	<I>Rv2485c</I>	Rv2485c	7	PROBABLE CARBOXYLESTERASE LIPQ
lipR	<I>Rv3084</I>	Rv3084	7	PROBABLE ACETYL-HYDROLASE/ESTERASE LIPR
lipT	<I>Rv2045c</I>	Rv2045c	7	Probable carboxylesterase LipT
lipU	<I>Rv1076</I>	Rv1076	7	POSSIBLE LIPASE LIPU
lipV	<I>Rv3203</I>	Rv3203	7	POSSIBLE LIPASE LIPV
lipW	<I>Rv0217c</I>	Rv0217c	7	POSSIBLE ESTERASE LIPW
lipZ	<I>Rv1834</I>	Rv1834	7	Probable hydrolase
